Customer ID,first_purchase_date,last_purchase_date,total_orders,total_spend
12418,2010-03-19 14:47:00,2010-10-22 10:29:00,3,1352.62
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,2,503.01
12421,2010-07-22 13:57:00,2010-10-20 14:28:00,2,291.56
12422,2009-12-18 12:44:00,2010-11-10 13:19:00,14,4428.24
12423,2010-08-31 09:31:00,2010-11-17 11:33:00,2,763.08
12424,2010-06-09 15:15:00,2010-10-13 10:29:00,2,1579.07
12429,2010-06-11 13:28:00,2010-12-09 12:05:00,5,3735.51
12431,2010-01-15 09:04:00,2010-12-01 10:03:00,13,4370.52
12433,2010-08-20 09:23:00,2010-12-08 16:49:00,5,7205.39
12435,2009-12-02 13:58:00,2010-11-08 10:07:00,4,6096.04
12437,2009-12-02 16:24:00,2010-11-09 14:46:00,21,7731.99
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,2,1158.18
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,2,859.2
12449,2010-09-27 09:37:00,2010-10-25 12:21:00,2,768.6
12450,2010-08-22 13:11:00,2010-11-05 16:27:00,3,490.32
12451,2010-06-28 12:58:00,2010-09-02 15:38:00,3,3634.36
12454,2010-10-14 17:33:00,2010-11-09 10:09:00,4,13151.44
12455,2009-12-18 12:33:00,2010-09-20 14:39:00,4,3413.09
12458,2010-08-09 10:33:00,2010-10-08 11:36:00,2,830.09
12468,2010-01-26 10:09:00,2010-07-01 10:28:00,3,2941.2
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,2,3070.54
12471,2009-12-07 10:41:00,2010-11-30 14:35:00,49,20139.74
12472,2009-12-14 10:49:00,2010-12-05 14:19:00,13,11308.48
12474,2010-02-11 09:41:00,2010-11-26 12:19:00,13,5048.66
12476,2010-07-26 09:04:00,2010-11-08 09:35:00,12,7298.99
12477,2010-03-26 14:01:00,2010-11-05 09:35:00,3,7056.63
12480,2010-07-20 13:21:00,2010-11-05 15:08:00,3,2183.22
12481,2010-04-11 13:10:00,2010-12-09 10:13:00,6,6765.07
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,29,23691.4
12483,2010-01-31 13:28:00,2010-11-26 12:35:00,11,2635.6
12484,2010-01-27 16:41:00,2010-08-13 13:45:00,6,1828.43
12490,2009-12-01 12:52:00,2010-11-26 14:16:00,11,4405.71
12494,2010-05-12 13:52:00,2010-12-09 11:31:00,3,626.77
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,2,54.09
12497,2010-03-05 09:39:00,2010-11-04 12:31:00,2,5205.4
12500,2010-02-04 15:05:00,2010-09-30 18:45:00,8,1697.39
12504,2010-04-22 10:24:00,2010-10-18 15:09:00,2,297.0
12510,2009-12-04 13:47:00,2010-09-06 14:27:00,7,4195.45
12516,2010-04-19 14:14:00,2010-10-05 09:43:00,2,1336.56
12523,2009-12-07 13:46:00,2010-11-30 12:31:00,12,2582.38
12524,2010-02-08 14:41:00,2010-11-16 09:08:00,9,6640.39
12525,2010-03-02 14:01:00,2010-07-29 16:08:00,3,973.73
12527,2010-06-28 15:37:00,2010-08-02 12:23:00,2,386.8
12530,2010-03-07 14:37:00,2010-10-20 15:15:00,5,2096.98
12533,2009-12-01 11:50:00,2010-03-22 10:56:00,2,1367.89
12539,2009-12-23 13:00:00,2010-09-15 09:50:00,3,5646.4
12540,2009-12-07 16:56:00,2010-11-26 10:43:00,16,8854.25
12542,2010-03-09 16:26:00,2010-08-12 19:12:00,2,481.88
12549,2010-01-11 12:29:00,2010-05-13 12:05:00,6,1575.68
12553,2010-10-12 13:35:00,2010-11-19 12:18:00,2,916.47
12557,2009-12-17 10:39:00,2010-12-03 12:20:00,4,6725.18
12562,2010-09-30 13:13:00,2010-11-19 09:35:00,2,1185.18
12567,2010-02-11 10:30:00,2010-12-07 10:36:00,7,4308.58
12573,2010-08-31 17:25:00,2010-11-23 13:01:00,4,556.87
12575,2010-07-01 09:15:00,2010-09-08 13:09:00,2,622.82
12576,2010-07-01 13:46:00,2010-11-12 12:44:00,3,826.89
12577,2009-12-03 19:31:00,2010-11-23 14:06:00,5,995.95
12578,2010-09-22 11:19:00,2010-11-19 17:21:00,2,1847.94
12582,2010-05-11 09:55:00,2010-10-13 10:52:00,2,1469.04
12583,2009-12-06 11:57:00,2010-12-01 08:45:00,13,7166.06
12586,2009-12-16 13:15:00,2010-11-30 10:47:00,3,1865.73
12588,2010-04-21 12:22:00,2010-11-05 12:53:00,3,743.88
12589,2010-01-19 12:26:00,2010-10-14 11:54:00,6,4048.98
12591,2010-10-27 10:42:00,2010-11-14 14:32:00,2,899.3
12592,2010-07-08 14:06:00,2010-07-08 14:26:00,3,2145.06
12594,2010-03-03 13:51:00,2010-11-26 12:17:00,5,1751.89
12598,2010-03-01 09:58:00,2010-09-02 14:22:00,3,1511.01
12599,2010-05-11 10:42:00,2010-11-23 15:49:00,6,1264.14
12600,2009-12-07 13:37:00,2010-12-03 12:57:00,12,2444.88
12605,2010-09-07 14:21:00,2010-11-28 14:18:00,4,1232.95
12609,2009-12-20 13:30:00,2010-11-30 14:48:00,6,2309.01
12613,2009-12-14 13:10:00,2010-11-16 17:17:00,5,3490.69
12615,2010-03-18 14:09:00,2010-10-22 09:45:00,4,3449.79
12621,2010-02-09 12:01:00,2010-12-09 10:16:00,16,11086.14
12623,2010-01-12 11:45:00,2010-10-19 09:35:00,6,3442.74
12625,2010-04-22 11:33:00,2010-07-18 15:56:00,2,2481.06
12629,2010-10-12 16:40:00,2010-11-19 09:18:00,2,1558.22
12631,2010-01-15 14:50:00,2010-09-09 14:50:00,5,2841.07
12632,2010-05-24 09:07:00,2010-07-07 09:39:00,2,804.88
12633,2010-07-02 11:44:00,2010-11-22 13:09:00,3,3514.18
12634,2010-06-09 15:41:00,2010-06-22 10:05:00,2,490.0
12635,2010-09-09 10:50:00,2010-11-12 15:46:00,2,1241.23
12637,2010-06-14 13:36:00,2010-11-26 13:50:00,4,2318.41
12639,2010-03-22 09:05:00,2010-10-01 12:17:00,2,826.27
12643,2010-04-07 14:16:00,2010-11-19 12:42:00,6,5005.78
12644,2010-01-14 13:02:00,2010-10-05 10:23:00,3,1440.58
12645,2010-02-09 10:49:00,2010-10-26 18:44:00,4,1764.12
12647,2010-01-13 15:06:00,2010-12-07 12:28:00,27,14201.53
12648,2010-01-07 18:38:00,2010-09-28 10:35:00,3,793.95
12649,2010-01-12 17:24:00,2010-11-22 12:57:00,5,1671.14
12651,2010-08-31 15:21:00,2010-11-26 11:58:00,3,263.75
12656,2010-05-26 09:00:00,2010-10-10 10:43:00,3,2356.66
12662,2010-04-01 09:50:00,2010-12-01 13:04:00,10,3138.24
12663,2010-02-09 14:28:00,2010-03-25 09:40:00,2,239.4
12664,2009-12-13 10:28:00,2010-07-13 13:28:00,2,1188.16
12665,2010-02-08 15:11:00,2010-10-18 11:34:00,2,250.6
12668,2010-01-31 15:45:00,2010-11-26 11:48:00,6,7637.53
12670,2010-02-11 10:13:00,2010-11-19 10:05:00,2,764.24
12675,2010-05-10 16:44:00,2010-06-04 09:49:00,2,958.5
12676,2010-08-13 13:29:00,2010-10-27 09:36:00,5,1511.7
12677,2010-02-11 13:55:00,2010-06-02 14:30:00,2,395.1
12678,2010-01-07 16:46:00,2010-11-29 09:55:00,9,16652.72
12681,2009-12-13 13:31:00,2010-12-07 10:08:00,24,17080.74
12682,2009-12-01 09:28:00,2010-12-09 14:49:00,23,11745.69
12683,2009-12-13 15:01:00,2010-12-09 12:17:00,8,4220.21
12687,2010-08-16 12:10:00,2010-08-16 12:12:00,2,2138.91
12693,2010-07-05 13:56:00,2010-11-08 14:57:00,3,847.11
12695,2010-02-12 13:22:00,2010-06-29 16:12:00,3,825.02
12696,2010-07-19 10:02:00,2010-10-01 10:43:00,2,851.91
12701,2010-03-16 13:23:00,2010-06-28 13:44:00,4,1648.7
12703,2010-01-24 12:05:00,2010-03-16 13:22:00,3,722.98
12705,2010-06-24 09:51:00,2010-11-21 13:59:00,5,4893.81
12708,2009-12-18 10:25:00,2010-12-06 10:43:00,9,2601.19
12709,2009-12-09 13:49:00,2010-12-08 09:49:00,20,21356.82
12711,2010-02-01 11:30:00,2010-04-07 11:59:00,2,1339.05
12712,2009-12-09 10:46:00,2010-12-09 11:39:00,10,2797.53
12714,2009-12-04 10:00:00,2010-11-16 18:10:00,7,9384.85
12720,2010-07-21 09:46:00,2010-12-05 15:21:00,6,2478.94
12721,2010-08-25 11:07:00,2010-11-19 15:13:00,2,1356.95
12724,2010-06-22 14:00:00,2010-11-21 13:26:00,3,1286.11
12725,2010-05-04 13:59:00,2010-12-03 15:45:00,4,2266.76
12726,2010-03-25 16:25:00,2010-11-17 16:59:00,4,1405.5
12727,2010-02-23 09:54:00,2010-09-23 10:45:00,3,1698.83
12731,2010-03-02 09:23:00,2010-09-23 15:12:00,5,6879.8
12733,2010-01-19 13:23:00,2010-11-15 13:56:00,3,2040.92
12734,2010-11-12 13:26:00,2010-11-30 11:05:00,2,529.25
12737,2010-07-29 12:27:00,2010-07-29 12:29:00,2,3710.5
12739,2010-11-10 14:27:00,2010-11-19 09:42:00,2,1713.69
12741,2010-06-24 16:24:00,2010-06-28 14:36:00,2,406.07
12744,2010-04-27 16:19:00,2010-09-06 10:24:00,4,4037.77
12745,2010-01-26 16:22:00,2010-08-10 10:14:00,3,925.41
12747,2009-12-07 13:23:00,2010-12-05 15:38:00,16,5080.53
12748,2009-12-04 17:31:00,2010-12-09 13:22:00,144,22879.66
12749,2010-07-06 15:05:00,2010-11-05 13:56:00,4,2806.48
12755,2010-01-15 11:57:00,2010-12-09 10:44:00,10,5218.71
12758,2009-12-01 14:40:00,2010-09-06 13:02:00,5,7111.65
12759,2009-12-04 10:47:00,2010-11-18 19:14:00,5,3489.3
12761,2010-09-01 10:47:00,2010-09-08 12:17:00,2,782.95
12765,2010-03-08 09:43:00,2010-08-24 13:51:00,6,1404.58
12766,2010-10-28 09:29:00,2010-12-08 13:53:00,3,3078.65
12775,2010-10-26 14:24:00,2010-11-16 15:14:00,2,300.08
12778,2010-04-16 09:57:00,2010-11-08 10:51:00,3,953.45
12779,2009-12-03 07:25:00,2010-12-03 13:40:00,7,2740.91
12782,2010-07-08 13:31:00,2010-11-30 11:37:00,6,2287.32
12785,2009-12-08 13:56:00,2010-06-22 12:16:00,2,788.45
12788,2010-06-29 13:05:00,2010-09-02 14:21:00,4,444.9
12789,2010-01-15 12:06:00,2010-07-15 12:43:00,2,181.5
12791,2010-03-25 17:29:00,2010-12-01 11:27:00,6,863.51
12793,2010-11-03 13:05:00,2010-12-03 15:14:00,2,471.85
12797,2010-10-11 12:53:00,2010-12-09 10:55:00,2,552.08
12800,2010-02-01 11:02:00,2010-08-26 14:11:00,3,584.25
12802,2010-05-25 09:34:00,2010-09-23 10:23:00,6,1988.84
12804,2010-07-27 13:52:00,2010-08-31 11:58:00,2,327.02
12805,2010-02-03 09:06:00,2010-11-23 12:27:00,4,1434.95
12806,2010-04-30 10:44:00,2010-09-30 13:34:00,4,2878.96
12808,2010-09-03 10:24:00,2010-12-06 10:27:00,3,422.45
12809,2010-03-02 14:19:00,2010-05-23 11:08:00,2,1266.63
12810,2010-02-01 09:52:00,2010-06-23 10:53:00,2,534.99
12811,2010-10-08 12:20:00,2010-11-26 09:49:00,2,519.05
12813,2010-01-15 16:52:00,2010-07-26 09:50:00,3,1687.8
12817,2010-10-01 08:57:00,2010-11-05 08:28:00,2,524.94
12820,2009-12-05 13:37:00,2010-11-07 14:26:00,7,1747.18
12823,2010-01-29 12:52:00,2010-11-10 12:22:00,13,4742.0
12825,2010-03-08 10:17:00,2010-07-06 13:56:00,2,518.63
12826,2009-12-18 10:43:00,2010-12-09 15:21:00,6,1481.03
12831,2010-09-02 15:58:00,2010-09-02 16:00:00,2,236.06
12835,2009-12-03 12:13:00,2010-10-08 10:59:00,41,6043.31
12836,2009-12-01 14:19:00,2010-11-15 16:22:00,11,3972.76
12838,2010-04-26 09:59:00,2010-12-01 11:57:00,9,2715.35
12839,2009-12-07 09:18:00,2010-12-07 15:48:00,13,4480.31
12840,2010-02-03 14:51:00,2010-09-28 17:58:00,3,1315.2
12841,2010-07-08 15:38:00,2010-12-05 12:15:00,17,3518.33
12842,2009-12-02 08:15:00,2010-10-31 10:45:00,2,799.0
12843,2009-12-13 11:41:00,2010-11-22 13:31:00,22,4886.15
12844,2010-04-25 11:51:00,2010-09-23 16:23:00,2,322.64
12849,2010-04-27 13:44:00,2010-11-23 11:41:00,4,2039.67
12853,2010-02-05 11:57:00,2010-10-08 14:51:00,5,1950.4
12854,2009-12-11 12:55:00,2010-05-27 16:54:00,4,1669.52
12855,2010-11-02 18:16:00,2010-12-02 09:37:00,4,612.84
12857,2010-01-25 15:37:00,2010-09-29 16:49:00,4,2581.6
12862,2010-08-01 15:20:00,2010-10-10 11:47:00,2,1008.32
12863,2010-04-29 13:54:00,2010-11-25 17:47:00,5,2271.35
12865,2010-08-20 12:20:00,2010-11-26 15:37:00,2,1755.24
12866,2010-07-25 11:37:00,2010-08-22 15:48:00,2,668.23
12867,2009-12-16 16:25:00,2010-11-07 15:31:00,6,3876.47
12868,2010-11-12 10:05:00,2010-12-01 12:50:00,3,640.0
12870,2010-03-25 14:32:00,2010-11-29 13:42:00,3,1676.95
12872,2009-12-03 20:03:00,2010-12-09 14:44:00,11,3085.52
12873,2010-01-27 09:50:00,2010-11-07 11:15:00,2,1653.3
12874,2010-06-03 12:51:00,2010-11-19 15:23:00,2,948.42
12875,2010-01-11 12:37:00,2010-08-25 14:35:00,3,1013.76
12876,2010-04-28 13:26:00,2010-11-10 12:21:00,2,1863.77
12877,2010-01-18 10:23:00,2010-11-03 13:53:00,8,1419.4
12880,2010-05-14 11:57:00,2010-11-23 10:50:00,2,640.13
12889,2010-07-25 14:32:00,2010-11-23 16:08:00,4,385.46
12891,2010-02-18 14:32:00,2010-09-07 15:31:00,8,509.5
12897,2010-06-14 11:58:00,2010-11-23 13:29:00,2,297.75
12898,2010-02-18 12:36:00,2010-09-02 08:08:00,2,310.96
12905,2010-01-26 14:06:00,2010-05-12 10:05:00,2,1018.42
12907,2010-08-02 14:33:00,2010-11-09 12:08:00,2,508.91
12908,2010-03-19 15:59:00,2010-11-24 09:29:00,3,1026.0
12909,2010-02-24 12:14:00,2010-10-11 09:44:00,3,924.52
12910,2010-03-28 13:10:00,2010-11-25 12:27:00,5,2721.48
12913,2009-12-01 12:18:00,2010-12-06 16:36:00,9,4217.23
12915,2010-04-29 19:36:00,2010-12-02 12:33:00,3,811.1
12916,2010-01-24 11:26:00,2010-09-23 11:57:00,3,1647.87
12917,2009-12-09 14:22:00,2010-11-04 15:56:00,5,3765.2
12920,2009-12-14 15:58:00,2010-05-17 12:57:00,3,323.86
12921,2009-12-01 13:43:00,2010-12-08 10:14:00,39,19333.95
12923,2010-05-13 14:55:00,2010-11-14 13:16:00,2,612.9
12924,2009-12-09 12:40:00,2010-11-11 15:21:00,8,1535.7
12926,2009-12-14 14:35:00,2010-10-24 15:57:00,4,1548.46
12928,2010-06-08 10:16:00,2010-11-26 15:53:00,7,2242.19
12931,2009-12-01 11:46:00,2010-11-24 10:09:00,42,50291.38
12932,2010-02-10 08:46:00,2010-06-18 14:22:00,8,1698.56
12933,2009-12-10 16:39:00,2010-11-24 17:11:00,5,1079.5
12935,2010-04-11 15:59:00,2010-11-29 13:55:00,8,2083.16
12937,2009-12-03 15:43:00,2010-09-02 16:01:00,5,1593.34
12939,2010-01-12 11:27:00,2010-11-25 14:50:00,12,13683.0
12943,2010-04-13 11:03:00,2010-05-30 13:52:00,2,496.5
12948,2009-12-02 12:28:00,2009-12-09 11:46:00,2,252.48
12949,2009-12-03 15:56:00,2010-11-22 15:45:00,14,11359.48
12951,2010-01-10 12:43:00,2010-11-18 12:11:00,9,2149.65
12956,2009-12-15 19:03:00,2010-01-24 10:33:00,3,413.82
12957,2009-12-11 12:01:00,2010-06-16 08:55:00,5,4689.43
12958,2010-05-05 16:22:00,2010-11-04 16:16:00,2,539.49
12960,2010-02-16 13:32:00,2010-10-22 09:31:00,4,1322.07
12963,2010-07-08 14:45:00,2010-12-09 09:14:00,5,1744.96
12967,2010-11-21 11:03:00,2010-12-03 09:49:00,2,2646.02
12970,2009-12-04 14:19:00,2010-11-24 13:08:00,6,1072.73
12971,2009-12-15 19:04:00,2010-12-08 16:21:00,33,4782.88
12972,2010-02-16 14:30:00,2010-10-22 08:41:00,4,1161.2
12975,2009-12-06 10:38:00,2010-09-29 09:46:00,6,2100.09
12976,2010-02-12 15:46:00,2010-11-26 14:51:00,7,2417.78
12977,2010-07-16 16:25:00,2010-07-26 12:34:00,3,478.39
12978,2009-12-10 12:10:00,2010-11-19 14:29:00,5,2502.82
12980,2009-12-02 11:26:00,2010-11-18 14:31:00,12,8870.88
12982,2010-04-12 13:50:00,2010-11-10 08:50:00,7,2354.27
12986,2010-01-21 10:45:00,2010-10-07 11:57:00,10,2729.84
12987,2010-01-20 09:57:00,2010-10-15 13:48:00,3,753.51
12989,2009-12-10 13:27:00,2010-10-11 12:36:00,18,6627.64
12990,2010-03-30 11:36:00,2010-10-18 08:56:00,4,546.0
12993,2010-02-18 10:35:00,2010-09-20 13:09:00,4,844.87
12997,2010-04-06 11:06:00,2010-11-10 12:16:00,4,884.02
12998,2010-02-24 11:55:00,2010-08-04 08:05:00,3,920.08
13001,2009-12-03 16:21:00,2010-10-31 13:14:00,20,14353.28
13002,2010-10-01 11:58:00,2010-10-19 12:23:00,2,293.18
13004,2009-12-15 09:44:00,2010-11-18 19:08:00,18,5994.94
13005,2010-09-08 12:52:00,2010-10-04 11:07:00,2,485.98
13008,2009-12-16 16:07:00,2010-11-07 10:34:00,2,382.66
13010,2010-03-01 11:28:00,2010-11-30 15:09:00,2,330.12
13012,2010-04-26 14:14:00,2010-10-06 10:40:00,3,1310.99
13013,2009-12-14 10:34:00,2010-12-03 12:29:00,18,7814.83
13015,2010-04-15 16:35:00,2010-09-27 10:39:00,6,3240.14
13018,2010-03-01 12:34:00,2010-10-22 13:11:00,7,2485.46
13019,2009-12-06 15:40:00,2010-11-25 14:56:00,6,1229.95
13020,2010-02-18 10:35:00,2010-05-26 11:12:00,2,618.96
13021,2009-12-05 12:02:00,2010-11-30 13:31:00,8,2270.86
13024,2010-05-06 14:25:00,2010-08-26 09:42:00,2,555.87
13026,2009-12-13 11:34:00,2010-08-08 10:43:00,4,757.72
13027,2010-01-20 10:41:00,2010-11-19 15:51:00,13,10423.2
13029,2010-07-04 13:46:00,2010-11-30 08:59:00,2,679.8
13031,2010-06-03 14:57:00,2010-10-28 15:34:00,5,3419.27
13032,2010-09-05 14:01:00,2010-11-12 12:49:00,7,1833.37
13034,2010-11-03 15:22:00,2010-12-05 14:52:00,2,279.91
13037,2009-12-03 17:04:00,2010-11-05 10:39:00,9,3033.88
13039,2009-12-17 16:43:00,2010-05-04 16:45:00,4,1010.73
13041,2010-04-29 08:43:00,2010-09-15 11:44:00,4,799.13
13042,2009-12-07 15:42:00,2010-04-20 13:43:00,3,1556.54
13044,2010-01-08 14:46:00,2010-08-04 16:27:00,10,4293.43
13045,2010-08-10 13:02:00,2010-11-03 12:49:00,2,503.64
13047,2009-12-16 11:43:00,2010-12-01 08:35:00,17,5557.62
13048,2010-01-27 12:55:00,2010-09-29 13:49:00,5,2248.3
13049,2010-11-03 15:39:00,2010-11-15 14:44:00,2,751.56
13050,2009-12-15 15:06:00,2010-12-08 09:30:00,19,6507.67
13051,2010-03-30 11:11:00,2010-05-10 09:14:00,2,155.8
13052,2010-02-23 12:31:00,2010-10-15 14:47:00,6,2820.38
13057,2010-03-18 12:14:00,2010-06-27 15:44:00,3,722.09
13059,2010-03-31 12:23:00,2010-10-22 16:11:00,9,2119.77
13064,2010-04-27 10:08:00,2010-06-07 16:28:00,2,561.25
13065,2010-06-10 11:44:00,2010-12-01 16:52:00,5,1055.05
13067,2010-09-19 13:43:00,2010-10-26 12:15:00,2,393.05
13069,2010-06-14 14:27:00,2010-12-05 11:03:00,16,5247.01
13070,2009-12-07 14:44:00,2010-09-06 12:37:00,3,522.9
13073,2010-09-28 09:27:00,2010-10-24 14:06:00,2,418.08
13074,2009-12-16 11:46:00,2010-07-16 16:53:00,4,1378.74
13077,2009-12-11 11:17:00,2010-12-08 14:59:00,8,2335.4
13078,2009-12-01 09:06:00,2010-12-08 09:07:00,32,16904.51
13080,2010-04-09 13:07:00,2010-11-03 14:34:00,3,222.65
13081,2009-12-08 13:58:00,2010-12-03 17:21:00,19,30867.77
13082,2009-12-22 15:37:00,2010-10-11 14:19:00,12,3722.12
13085,2009-12-01 07:45:00,2010-01-29 11:42:00,6,2017.2
13089,2009-12-02 15:44:00,2010-12-06 14:00:00,109,57912.03
13090,2010-08-02 13:58:00,2010-12-09 16:11:00,13,5192.27
13091,2009-12-10 11:50:00,2009-12-10 12:44:00,2,1976.0
13092,2010-02-10 08:44:00,2010-10-21 13:02:00,7,1662.45
13093,2009-12-04 10:32:00,2010-12-01 15:00:00,48,47111.18
13094,2010-11-15 14:15:00,2010-12-06 10:34:00,2,505.8
13097,2009-12-01 13:31:00,2010-11-16 09:50:00,18,7378.8
13101,2010-01-27 15:49:00,2010-07-29 14:45:00,3,594.21
13102,2010-05-06 13:12:00,2010-12-09 13:38:00,14,5272.83
13103,2010-05-11 14:41:00,2010-09-28 11:48:00,2,465.7
13104,2010-02-24 15:06:00,2010-10-20 14:38:00,3,610.62
13107,2010-02-04 10:50:00,2010-10-22 10:35:00,5,3721.45
13108,2010-09-30 17:09:00,2010-12-02 10:35:00,2,748.46
13110,2009-12-01 14:14:00,2010-09-28 15:23:00,5,1468.8
13113,2010-03-28 16:13:00,2010-12-08 13:21:00,14,6379.77
13115,2010-04-19 13:29:00,2010-11-25 18:49:00,6,3199.92
13117,2010-03-26 13:50:00,2010-12-09 14:50:00,12,1658.9
13118,2010-09-26 15:46:00,2010-11-28 13:53:00,4,1217.6
13123,2010-06-28 12:43:00,2010-08-24 10:18:00,2,506.75
13126,2010-03-02 12:24:00,2010-12-08 11:43:00,7,1898.61
13129,2010-06-28 11:54:00,2010-09-13 13:47:00,2,233.25
13131,2010-02-09 09:47:00,2010-10-17 15:13:00,4,2240.47
13134,2010-10-19 13:21:00,2010-11-02 13:58:00,2,681.65
13136,2009-12-08 18:30:00,2010-11-29 12:43:00,8,3666.95
13137,2010-07-25 15:40:00,2010-11-18 13:27:00,8,4062.29
13138,2010-11-08 11:45:00,2010-12-02 15:03:00,2,504.85
13140,2010-08-05 19:05:00,2010-12-08 15:12:00,3,791.96
13141,2009-12-09 13:34:00,2010-11-19 10:51:00,12,5279.83
13145,2010-04-19 11:11:00,2010-12-02 18:06:00,4,805.0
13148,2009-12-07 15:26:00,2010-11-15 17:43:00,14,4914.69
13150,2010-03-19 09:03:00,2010-08-12 12:59:00,3,449.97
13151,2010-03-22 10:26:00,2010-03-24 09:31:00,2,1322.87
13152,2010-01-14 10:01:00,2010-10-18 13:44:00,7,2146.38
13154,2009-12-04 08:46:00,2010-11-05 16:00:00,3,1624.84
13155,2010-08-05 09:30:00,2010-12-06 12:44:00,3,778.42
13156,2010-02-01 13:45:00,2010-11-19 13:09:00,3,1586.54
13157,2010-03-08 11:59:00,2010-10-26 14:42:00,5,3946.14
13162,2009-12-04 13:59:00,2010-11-24 15:35:00,12,7587.2
13164,2010-02-10 11:52:00,2010-05-19 13:52:00,2,372.2
13173,2009-12-10 12:52:00,2010-12-07 14:30:00,10,2285.7
13174,2009-12-04 15:40:00,2010-12-05 16:24:00,10,6677.81
13175,2009-12-04 12:11:00,2010-05-06 13:13:00,2,831.45
13178,2009-12-16 14:00:00,2010-11-07 15:50:00,10,8333.72
13183,2010-03-14 12:32:00,2010-11-10 13:49:00,6,3078.4
13187,2010-03-25 17:18:00,2010-03-25 19:06:00,3,130.99
13190,2009-12-07 12:13:00,2010-06-13 15:47:00,3,570.66
13192,2010-01-22 08:37:00,2010-06-22 09:52:00,4,1646.64
13196,2010-04-01 12:54:00,2010-09-22 14:01:00,3,1271.06
13198,2010-10-01 13:27:00,2010-11-17 14:25:00,2,1572.99
13199,2009-12-05 10:11:00,2010-12-08 10:51:00,30,6615.77
13201,2010-03-07 11:01:00,2010-07-25 14:30:00,4,1240.61
13202,2009-12-09 10:48:00,2010-11-10 16:24:00,7,1580.3
13203,2009-12-17 14:15:00,2010-11-18 10:08:00,6,1778.79
13206,2009-12-07 13:48:00,2010-11-04 16:50:00,13,8377.32
13207,2010-04-06 16:37:00,2010-09-14 15:44:00,2,285.6
13208,2009-12-03 13:25:00,2010-09-16 19:43:00,3,764.6
13209,2010-01-24 14:30:00,2010-07-13 15:50:00,5,2617.9
13211,2009-12-06 15:24:00,2010-11-23 15:17:00,7,1531.9
13213,2010-05-20 14:50:00,2010-11-21 14:34:00,6,2330.94
13214,2010-03-03 14:10:00,2010-10-18 10:00:00,7,3264.23
13223,2010-02-12 13:27:00,2010-10-12 11:07:00,4,805.92
13225,2009-12-17 09:09:00,2010-10-14 16:26:00,9,9796.23
13230,2010-03-18 20:02:00,2010-12-09 19:28:00,17,3553.81
13233,2010-01-14 14:10:00,2010-10-15 11:49:00,2,571.34
13234,2009-12-07 12:32:00,2010-02-05 11:41:00,2,356.95
